Exercise ID,Category,Exercise Name,Matched YouTube Video,Video URL,Confidence,Match Notes
310,Mobility,Half Kneeling Reach Back,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
296,Mobility,Half Kneeling T-Spine Rotation with Foam Roller,Kneeling T-Spine Rotation,https://www.youtube.com/watch?v=Yip65AhIGHI,Medium,Likely same kneeling T-spine rotation; foam roller omitted.
138,Mobility,Hip Airplanes,Hip Airplanes,https://www.youtube.com/watch?v=o3HqqBLwx3g,High,Exact name match.
303,Mobility,Hip IR Banded Distraction,Banded Hip IR Distraction,https://www.youtube.com/watch?v=xt9FyzRhTsU,High,Same terms in different order.
301,Mobility,Hip IR Flow,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
302,Mobility,Hip IR PAILs and RAILs,Hip IR Pails and Rails,https://www.youtube.com/watch?v=zYJuB0r-_FY,High,Capitalization difference only.
238,Mobility,KB Alternating Walkback Hinge,Walk Back Hinge,https://www.youtube.com/watch?v=1mZzUOJd9Lk,Medium,Same walk-back hinge pattern; KB and Alternating omitted.
32,Mobility,Knee Down Throwers Stretch,Knee Down Throwers Stretch,https://www.youtube.com/watch?v=AbsXZtbQJ-Y,High,Exact name match.
137,Mobility,Kneeling T-Spine Rotation,Kneeling T-Spine Rotation,https://www.youtube.com/watch?v=Yip65AhIGHI,High,Exact name match.
293,Mobility,Lacrosse Ball - TFL,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
375,Mobility,Lacrosse Ball on Posterior Shoulder,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
159,Mobility,Lateral Lunge Cross Connect,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
161,Mobility,Lateral Lunge w/ Cable Reach,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
313,Mobility,Low Sit with Reach,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
274,Mobility,MB Quarter Squat Bear Hug,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
255,Mobility,Oblique Low Sit,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
373,Mobility,Pancake Stretch,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
372,Mobility,Pigeon Pose on Box,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
294,Mobility,Pso-Rite - Glute Med,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
158,Mobility,Quadruped Hip Circles,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
207,Mobility,Quadruped Spinal Flexion,Quadruped Spinal Flexion,https://www.youtube.com/watch?v=327BEw24F5o,High,Exact name match.
164,Mobility,Quarter Squat w/ Banded Reach,Banded Quarter Squat with Reach,https://www.youtube.com/watch?v=PTQ3P55Cr10,High,Same words in a different order.
367,Mobility,Reverse Lunge To Standing Cross Connect,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
290,Mobility,SS Rotation with Banded Adduction,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
307,Mobility,Scorpions,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
295,Mobility,Sidelying Armbar Rotations,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
312,Mobility,Spinal Extension with Reach on Bench,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
254,Mobility,Stability Ball Bridge,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
289,Mobility,Supine 90/90 Hip Rotations,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
160,Mobility,Supine Hip IR,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
306,Mobility,Supine MB Extensions,MB Supine Spine Extensions,https://www.youtube.com/watch?v=DOCfEEtSJCg,High,Same movement; word order and singular/plural differ.
374,Mobility,Supine Spine Extension on Bench,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
288,Mobility,Supine to Prone Roll,Supine to Prone Roll,https://www.youtube.com/watch?v=A6lVrYg4nTs,High,Exact name match.
265,Mobility,T-Spine Rotation Slide with KB,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
165,Mobility,TRX Deep Squat Hold,TRX Deep Squat,https://www.youtube.com/watch?v=KKB711JouJE,High,Same exercise; Hold omitted from video title.
139,Mobility,Toes Elevated Elephant Walks,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
311,Mobility,Wall Assisted Throwers Stretch,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
163,Mobility,Weighted Butterfly,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
162,Mobility,Zercher Jefferson Curl,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
131,Plyos,1 Knee Down Throw,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
363,Plyos,1 Knee Down Throw (Sidearm),,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
364,Plyos,1-Leg Swing Throws,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
130,Plyos,2 Knee Down Throw,Knee Throws,https://www.youtube.com/watch?v=Yd-PLHRJhoI,Medium,Likely the two-knee-down throwing variation; title is broader.
386,Plyos,Bauer Throw,Rhythm Bauer Throw,https://www.youtube.com/watch?v=MPbGCS52uic,High,Same Bauer throw; Rhythm added in video title.
384,Plyos,Coil Rocker Throw,Rhythm Coil,https://www.youtube.com/watch?v=P8C4672bSdE,Medium,Likely same coil-rocker pattern; title is broader.
371,Plyos,Connection Ball Throw,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
365,Plyos,DP Feed,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
381,Plyos,Darvish Throw,Darvish Drill,https://www.youtube.com/watch?v=iSew4GiJMZ4,High,Throw/Drill wording difference only.
383,Plyos,Depth Drop Throw,Depth Drop Throw,https://www.youtube.com/watch?v=y1voO6ag1D8,High,Exact name match.
376,Plyos,Drop Step Throw,Drop Step Throw,https://www.youtube.com/watch?v=yrvfczTmstk,High,Exact name match.
285,Plyos,Fast Figure 8's to Throw,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
388,Plyos,Hover with High Glove Throw,Hover to Throw,https://www.youtube.com/watch?v=hg-ZcSSf9wQ,Medium,Same hover-to-throw family; High Glove omitted.
378,Plyos,Lateral Step Back Throw,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
432,Plyos,Pivot Pickoff,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
377,Plyos,Posterior Step Back Throw,Posterior Step Back,https://www.youtube.com/watch?v=D6SylSDjxZI,High,Same movement; Throw omitted.
286,Plyos,Regular Delivery,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
430,Plyos,Regular throw Stick Finish,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
129,Plyos,Reverse Throws,Split Stance Reverse Throws,https://www.youtube.com/watch?v=UxF1kvcCJ-w,High,Same reverse-throw movement; stance added.
387,Plyos,Reverse Walking Step Back Throw,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
379,Plyos,Rhythm Step Back Throw,Rhythm Step Back,https://www.youtube.com/watch?v=fmN5bQB86fg,High,Same movement; Throw omitted.
370,Plyos,Self-Toss Throw,Self Toss Throw,https://www.youtube.com/watch?v=-87694cWEz0,High,Hyphenation difference only.
382,Plyos,Single Leg Hop Throw,Single Leg Hop on Mound,https://www.youtube.com/watch?v=iPmmNO5m8aI,Medium,Likely same single-leg hop-to-throw pattern; mound context added.
431,Plyos,Slide Step,How to Slide Step to Home Without Losing Velocity,https://www.youtube.com/watch?v=dRiaPNQce5g,Medium,Instructional video directly covers the slide-step movement.
132,Plyos,Ten Toes Throw,HE Staggered Stance Ten Toes Throw,https://www.youtube.com/watch?v=9Gc2_BRetKw,High,Same Ten Toes throw; stance/setup added.
433,Plyos,Turn 2,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
385,Plyos,Walking Windup,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
4365,Throwing,CVB Delivery Throw,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
4364,Throwing,CVB Hinge Drill,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
4363,Throwing,CVB Walking Load,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
45,Warm Up,Foam Roll/Lacrosse Ball Rollout,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
60,Warm Up,Walking Reverse Scoops,,,No match found,No sufficiently reliable match found on the Pitching Coach U channel.
