PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId,CustomTags,CustomLabel,TagSet
78,2026-06-23,11:15:25.13,"Jacobs, Brody",1000576388,Right,,,,,,Fastball,Live,,88.5461,-1.27040777,-2.59478192,2242.273447,222.1940219,1:30,6.29686,1.46971,6.26023,-19.93122,15.80149,14.35006,3.46332,0.27174,79.29812,-5.077274003,0.1528286933,0.4302336479,-8.77562,9.11879,-1.28458,50,6.1931,5.40606,-128.64567,-3.44468,-14.38037,32.20435,-17.23134,7e4d0c8b-f343-477c-89bd-65e97b4fd5dc,130fa25c-1aff-41a6-9886-521dbdb7c698,87.60923,Pitching,23360159,,,,,,,,,,,,,,,,,,,,12.8379139,2186.2223,0.9750025372,,56b1c78b-de2a-4d53-a3a1-f1be3052f2be,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
79,2026-06-23,11:16:02.88,"Jacobs, Brody",1000576388,Right,,,,,,ChangeUp,Live,,79.43844,-0.6148008578,-3.129914794,1918.785743,240.5386386,2:00,5.95653,1.91559,5.89211,-35.37422,9.31114,16.55585,2.43707,0.38673,72.02071,-7.277183886,0.003089941111,0.4811206857,-9.94362,5.23148,-1.67312,50,5.88689,5.83489,-115.3745,-2.25265,-13.23311,24.0058,-25.21192,f94d6f82-9b95-4b3a-b9e6-d2dc31726a9b,130fa25c-1aff-41a6-9886-521dbdb7c698,78.343,Pitching,23360159,,,,,,,,,,,,,,,,,,,,27.66767774,1699.383562,0.8856557161,,fd6ead4a-43e8-4aad-b0f9-e0a5751a30ca,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
80,2026-06-23,11:16:43.89,"Jacobs, Brody",1000576388,Right,,,,,,Fastball,Live,,88.42261,-2.539193779,-3.453367276,2215.001858,212.5291858,1:00,6.14546,1.75301,6.2171,-17.35429,18.52976,11.82685,2.35064,-0.45159,79.45752,-5.840122581,-1.197387828,0.431143825,-7.63077,11.00206,-1.5005,50,5.94665,7.38923,-128.28931,-6.21673,-12.48193,31.11806,-14.17757,87d6fdb5-71d6-4560-b56e-f90957c5356d,130fa25c-1aff-41a6-9886-521dbdb7c698,87.42428,Pitching,23360159,,,,,,,,,,,,,,,,,,,,26.02178252,1990.46119,0.8986273229,,adbd873e-ae51-4f85-b9df-eb071a67696a,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
81,2026-06-23,11:16:56.98,"Jacobs, Brody",1000576388,Right,,,,,,Slider,Live,,82.64534,-2.427148306,-2.309593179,2084.601665,203.5603763,12:45,5.87493,1.85583,6.12027,-31.52841,8.91188,3.89764,1.00085,0.04458,76.11778,-8.325526053,-1.574000335,0.457697484,-2.75664,5.51598,-1.68128,50,5.67266,4.73393,-120.16615,-6.00841,-4.03366,23.12623,-24.10276,db3399ab-9bd5-4c14-917a-c49fd6656385,130fa25c-1aff-41a6-9886-521dbdb7c698,82.3523,Pitching,23360159,,,,,,,,,,,,,,,,,,,200.329058,62.58128713,959.9376409,0.4604897218,12:45,8cbc2149-7279-4151-80f0-c485a24998d2,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
82,2026-06-23,11:17:55.22,"Jacobs, Brody",1000576388,Right,,,,,,Slider,Live,,80.53493,-3.072019475,-2.968309991,2076.973789,190.4566052,12:15,5.98497,1.59209,5.79555,-36.22558,7.16135,1.32754,0.10254,-1.06036,74.12332,-9.790384013,-2.719038961,0.474079177,-1.56944,4.73885,-1.349,50,5.71065,6.02105,-116.8783,-7.35786,-2.16348,22.7379,-25.64153,208b26b2-e6c6-4df5-a70f-8eb57f056262,130fa25c-1aff-41a6-9886-521dbdb7c698,79.50663,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,d6f1a9e1-22f8-4cb1-8518-3dacda5dee4b,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
83,2026-06-23,11:18:13.11,"Jacobs, Brody",1000576388,Right,,,,,,Fastball,Live,,88.41866,-3.240565395,-3.438228923,2218.567132,222.7700512,1:30,6.13785,1.72549,6.12425,-21.66366,14.40661,13.31537,1.32873,-0.34663,79.60808,-7.34182269,-0.9017852513,0.4322610623,-8.42017,8.95232,-1.46953,50,5.87857,7.2976,-128.18231,-7.92737,-13.74698,31.12321,-17.55826,0dbf6131-4fcf-45d7-9894-e3d54461777d,130fa25c-1aff-41a6-9886-521dbdb7c698,87.19832,Pitching,23360159,,,,,,,,,,,,,,,,,,,,11.58664832,2173.357349,0.9796220804,,ade94525-cedd-4fee-9175-30c6f43bbe28,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
84,2026-06-23,11:18:35.31,"Jacobs, Brody",1000576388,Right,,,,,,ChangeUp,Live,,82.28392,-0.3293511164,-3.567500672,2020.663967,224.6545416,1:30,5.78646,1.75279,5.80629,-26.61506,15.29261,15.16761,3.2617,-0.30473,74.12888,-5.35352743,-0.7000923723,0.4659272792,-9.3338,8.35912,-1.46915,50,5.7438,6.98979,-119.42198,-1.48726,-13.27816,26.19977,-20.28246,e1898e81-dbcd-4400-94ff-94d110b58b7b,130fa25c-1aff-41a6-9886-521dbdb7c698,80.89769,Pitching,23360159,,,,,,,,,,,,,,,,,,,,29.48224688,1759.004617,0.8705082318,,5f38f267-c077-491f-b3df-e6e6a125fe2e,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
85,2026-06-23,11:19:04.31,"Jacobs, Brody",1000576388,Right,,,,,,ChangeUp,Live,,81.2864,-0.5509998944,-3.670046712,1666.350294,234.5366477,1:45,5.87128,1.84091,5.86787,-32.83705,9.91469,13.98471,2.62204,-0.40697,73.60172,-6.736360466,-1.027463294,0.4705960619,-8.71254,5.5324,-1.55192,50,5.80778,7.15685,-117.9912,-2.10295,-12.13066,25.03914,-24.47116,47847337-087e-480f-acdd-afd5a8c0887a,130fa25c-1aff-41a6-9886-521dbdb7c698,80.0951,Pitching,23360159,,,,,,,,,,,,,,,,,,,,26.492918,1491.366028,0.8949895067,,57033d7c-ab16-4242-9877-0abdc5bdddc1,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
86,2026-06-23,11:19:45.28,"Jacobs, Brody",1000576388,Right,,,,,,Slider,Live,,82.72507,-1.585655167,-2.979652156,2191.158487,178.5178402,12:00,6.01564,1.65798,5.89847,-31.90679,8.63931,-0.22464,1.88253,-1.12903,76.42723,-7.524976392,-3.021714886,0.4582958356,-0.6614,5.07128,-1.4184,50,5.86974,6.26734,-120.27567,-4.29896,-0.97412,22.1391,-24.70492,4604ced3-498c-4d50-a1d4-c7c66a1d0694,130fa25c-1aff-41a6-9886-521dbdb7c698,82.24478,Pitching,23360159,,,,,,,,,,,,,,,,,,,175.8493288,62.84246721,1000.129252,0.4564385727,11:45,f66cf7a6-6ada-4ad6-bec9-ecb632939351,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
87,2026-06-23,11:20:02.62,"Jacobs, Brody",1000576388,Right,,,,,,Fastball,Live,,88.81144,-0.4860451992,-3.020647391,2187.479367,218.6513433,1:15,6.2021,1.54957,6.31264,-19.43836,15.85333,12.71502,4.13396,-0.17544,79.82942,-4.197067301,-0.5913560566,0.4275703781,-7.98163,8.87606,-1.33473,50,6.15729,6.43616,-129.06533,-1.66895,-13.23423,31.12508,-17.45678,c60d32d1-5060-4f19-9385-5a5ec9f6c413,130fa25c-1aff-41a6-9886-521dbdb7c698,88.15494,Pitching,23360159,,,,,,,,,,,,,,,,,,,,15.23949045,2110.557868,0.9648355544,,797ce415-af3c-4037-9f4c-edc9892cbae5,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
88,2026-06-23,11:39:44.65,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,86.51873,-0.599875467,2.869719576,2378.871801,154.8378951,11:15,6.37081,-1.9819,6.10816,-20.5181,16.44459,-7.74682,4.10562,0.02801,78.94345,-4.470481911,1.406801147,0.4375757033,5.02343,9.11169,1.76588,50,6.31399,-6.07302,-125.82749,-1.94006,8.0413,25.89579,-17.58844,b37f8173-6f3f-49d0-9719-2c47f9f1549b,130fa25c-1aff-41a6-9886-521dbdb7c698,86.13924,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-33.18071587,1990.993329,0.8369485602,,a1688522-830a-41b9-9ee0-bbc0f6f31faf,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
89,2026-06-23,11:40:02.21,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,87.71488,0.9685676493,0.4967409112,2414.538527,156.3376732,11:15,6.48153,-1.82911,,-20.70816,17.0149,-7.46916,5.67158,-1.98195,79.49149,-2.870790151,-0.8890186372,0.4420535159,4.04356,8.59251,1.78679,50,6.55909,-0.8271,-127.42242,1.38455,6.60969,27.59409,-18.12855,188f5a7d-7218-49fb-b1d7-f4818e8bda45,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-27.84361157,2134.997071,0.8842257216,,ab2892f0-a3e0-4369-a585-d5ba70e8ce9d,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
90,2026-06-23,11:40:21.24,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,87.56655,-1.718645058,2.629401878,2525.386612,150.8463014,11:00,6.34154,-1.74244,6.38429,-19.39625,16.23006,-9.06855,3.14232,-0.07806,80.20548,-5.3862856,0.9097237399,0.429592685,5.70138,9.38199,1.55773,50,6.20888,-5.58724,-127.40328,-4.39061,9.3804,25.92566,-16.73799,58efdaa4-6788-4435-8c72-0621bb3ca8b0,130fa25c-1aff-41a6-9886-521dbdb7c698,87.73995,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-32.35332354,2133.356102,0.8447641608,,7993ce37-7c46-421f-9cbb-f268b801e833,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
91,2026-06-23,11:40:41.48,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,87.52619,-1.91627491,3.262495191,2587.045817,160.613828,11:15,6.45259,-1.86618,,-17.4698,18.92066,-6.67118,3.21551,0.60776,79.98223,-5.19359456,2.008484786,0.4341753671,4.51244,10.75362,1.60948,50,6.28956,-7.03712,-127.15679,-4.81432,7.3868,26.11411,-14.57051,156b5a44-e489-4667-b40d-9a89119eb337,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-34.00177156,2144.713453,0.8290202821,,0d7a2ba8-e768-4db1-87a1-6ef0311466ac,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
92,2026-06-23,11:41:02.69,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,88.11093,-1.654847102,0.7461446019,2459.050146,161.9628655,11:30,6.52694,-1.83709,6.31547,-16.06881,19.27583,-6.28365,3.66328,-1.67353,80.36651,-4.697493745,-0.4475689864,0.4278910104,3.65821,11.04004,1.78563,50,6.39835,-1.4847,-128.2762,-4.18165,6.07587,27.32732,-13.83779,b1d231b9-72f6-44de-98e6-3aff62242405,130fa25c-1aff-41a6-9886-521dbdb7c698,88.08888,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-33.61175429,2047.915882,0.8328076943,,dc77acbe-c778-4a80-8bec-04910173404e,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
93,2026-06-23,11:41:25.28,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,88.44306,-1.558178755,1.819660873,2531.700951,156.1208921,11:15,6.47421,-1.92751,6.14015,-19.20403,16.14613,-7.15921,3.43302,-0.84216,80.67293,-5.181898802,0.4644374361,0.4279244389,4.42196,9.24147,1.79275,50,6.34563,-3.86804,-128.6746,-4.0919,7.38982,27.50547,-16.73002,c587bef4-505e-4a7e-a879-9659831538d2,130fa25c-1aff-41a6-9886-521dbdb7c698,88.082,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-31.76024149,2152.599372,0.8502581519,,3c256bc3-6588-4128-bade-6c11b5afc270,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
94,2026-06-23,11:41:48.20,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,88.03039,-0.5700020649,1.150984838,2470.420846,156.4881471,11:15,6.44524,-1.70402,6.25093,-19.54548,15.95632,-6.95527,4.29075,-1.22219,80.20836,-4.272240771,-0.1690862088,0.4288412785,4.13639,8.891,1.62212,50,6.39332,-2.36697,-128.17241,-1.86038,6.85461,27.43961,-17.44034,7b384dc3-66bb-420e-99f7-1c59063f766d,130fa25c-1aff-41a6-9886-521dbdb7c698,87.89368,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-33.31826452,2064.363462,0.8356323036,,91a98a6f-6f30-45ec-8b4b-8c456f7ba016,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
95,2026-06-23,11:42:11.45,"Pascanu, Tommy",1000364645,Left,,,,,,ChangeUp,Live,,81.96413,0.4590421269,2.951144076,1907.828158,128.7456469,10:15,5.91104,-2.2345,,-33.8572,8.91761,-11.17751,3.52208,-0.3869,74.70445,-5.821503187,0.8731795902,0.4707230662,6.72846,4.5601,1.96839,50,5.92849,-5.76052,-119.00391,-0.17954,9.61891,23.49992,-25.65499,5c8335bc-2a2d-46d4-85d5-2e52c61cf24a,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-51.07751418,1198.628205,0.628268432,,97a813b4-d419-4572-b878-c499d676d0b1,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
96,2026-06-23,11:42:29.77,"Pascanu, Tommy",1000364645,Left,,,,,,ChangeUp,Live,,81.81366,-1.813936372,4.539039743,1885.795546,111.5918289,9:45,6.10597,-2.04022,,-35.41701,6.83845,-17.30423,1.46104,0.74964,74.67952,-8.43042542,1.287675768,0.467856654,10.6558,4.21778,1.67561,50,5.9347,-8.89306,-118.60414,-4.83762,15.08264,24.02014,-26.20403,22703502-ef58-43ea-8b37-9e2b23dff878,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-41.25910234,1417.61861,0.7517350505,,828da324-204f-47fa-a930-df2cdc8e5b92,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
97,2026-06-23,11:42:58.82,"Pascanu, Tommy",1000364645,Left,,,,,,ChangeUp,Live,,81.73679,-2.206850975,3.023307311,1931.80384,114.5749941,9:45,6.05959,-2.04348,6.06397,-35.03535,6.79486,-14.87823,1.09404,-0.48314,74.62625,-8.786028327,0.2044029554,0.4654964789,9.01115,4.36721,1.81718,50,5.8698,-5.84382,-118.70876,-5.58376,12.74377,24.61493,-25.99785,3790a451-6c20-4e8c-b8fa-2d6d1ed97fb9,130fa25c-1aff-41a6-9886-521dbdb7c698,80.97255,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,7e13f2fb-67b2-4737-8589-b5c39c8446d8,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
98,2026-06-23,11:43:20.74,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,88.5608,-2.547372961,2.612433108,2437.328312,165.3302689,11:30,6.46344,-1.65016,,-17.50796,18.70298,-4.90163,2.61861,0.38568,80.73886,-5.807318646,1.695983442,0.4331031309,3.3591,10.68963,1.42583,50,6.22969,-5.69788,-128.56699,-6.32686,5.6055,27.40293,-14.33572,eafe1943-e5d4-4a58-b016-41dc142d1472,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-35.31356004,1988.86187,0.8160008072,,ad55291e-4113-49c9-a8fd-f1ed91639029,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
99,2026-06-23,11:43:38.80,"Pascanu, Tommy",1000364645,Left,,,,,,Slider,Live,,80.95331,0.3065943772,2.978242391,,,,6.15654,-1.94979,5.71261,-40.01403,2.58983,2.08662,3.10801,1.00074,74.77947,-7.130360958,3.367460978,0.4697814367,-0.33743,1.30566,1.6995,50,6.15739,-6.18809,-117.71304,-0.59344,-0.47619,21.13538,-30.33149,d97c1301-f6d8-4020-acee-36374aaf2f80,130fa25c-1aff-41a6-9886-521dbdb7c698,80.23399,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,b619b0e0-4adf-41af-ac89-1c99cf2f44c0,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
100,2026-06-23,11:43:58.70,"Pascanu, Tommy",1000364645,Left,,,,,,Slider,Live,,83.40718,-0.6401527023,1.496171934,2216.742371,178.5296335,12:00,6.05421,-2.18301,,-34.02678,5.98937,-0.15464,2.62367,-0.80553,76.65804,-7.00049336,1.467117943,0.4552910186,0.49525,3.4011,2.06168,50,5.98234,-3.16565,-121.38221,-2.40063,0.73955,23.55447,-27.09517,c00a6aac-cc63-413b-9b19-a3327c6b85a1,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,67dabd27-8dee-4300-bc81-169ac12ddc35,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
101,2026-06-23,11:44:24.54,"Pascanu, Tommy",1000364645,Left,,,,,,Slider,Live,,82.5809,0.5885232881,0.9561245547,,,,6.09104,-2.15343,,-36.9558,5.88375,-0.26829,3.56201,-1.28131,73.04837,-6.420847747,0.9050496726,0.4710791248,0.51456,2.92879,2.06994,50,6.1185,-1.99099,-119.80148,0.07561,0.72026,31.08413,-28.07448,ab62097f-86b0-4692-8a15-350f5e80e1df,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,e3d35b2d-fd04-437b-ac7b-5130df110b82,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
102,2026-06-23,11:44:48.77,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,87.81431,-1.670271585,1.452299063,2410.913953,158.5674734,11:15,6.34007,-1.7351,6.31907,-19.08604,16.4066,-6.4495,3.2105,-0.93487,80.39091,-5.276671706,0.2292133829,0.4287859613,3.93597,9.45045,1.63224,50,6.20896,-3.0506,-127.83991,-4.29277,6.51414,26.33518,-16.5333,8efac0b2-d335-43d6-a04f-29282be7c1c7,130fa25c-1aff-41a6-9886-521dbdb7c698,87.90502,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-37.48922847,1912.982524,0.7934677726,,b154878e-a7a8-4909-8ec7-25decfb38a16,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
103,2026-06-23,11:45:07.21,"Pascanu, Tommy",1000364645,Left,,,,,,Curveball,Live,,74.92866,2.216089183,1.231114269,2326.73025,334.9118113,5:15,6.34364,-1.68851,6.05985,-62.67333,-13.14198,6.13272,3.17316,-0.03798,68.89884,-9.551415841,2.391126384,0.5065373568,-2.96957,-7.79466,1.58984,50,6.48193,-2.50343,-108.96854,2.56563,-3.54987,20.18373,-41.49191,9bf29083-10a6-40b6-8d17-dc767b248af8,130fa25c-1aff-41a6-9886-521dbdb7c698,74.41196,Pitching,23360159,,,,,,,,,,,,,,,,,,,349.7777591,-45.72393178,1624.328285,0.698116288,5:45,4548951b-4d8f-4ade-b055-3a1f852cd494,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
104,2026-06-23,11:45:25.22,"Pascanu, Tommy",1000364645,Left,,,,,,Curveball,Live,,74.89714,1.700611335,1.530332638,2349.397992,338.35688,5:15,6.42329,-1.70379,6.00194,-64.47587,-14.65628,5.80045,2.62682,0.19765,68.84396,-10.3880434,2.627855328,0.508009088,-2.68168,-8.47229,1.58049,50,6.52163,-3.0636,-108.9073,1.52206,-3.19118,20.7671,-42.25603,18b3e6ff-3e8a-4ee1-a0c1-dcc03bb5ccac,130fa25c-1aff-41a6-9886-521dbdb7c698,74.19639,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-43.82111516,1695.102643,0.7215051043,,f73c3df0-32aa-4cd2-af8f-e427e9f1392a,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
105,2026-06-23,11:45:43.73,"Pascanu, Tommy",1000364645,Left,,,,,,Curveball,Live,,73.93042,2.778610528,0.8202154529,2366.678218,316.7762577,4:30,6.28894,-1.64872,6.03822,-63.51992,-12.47908,11.68344,3.57031,0.08429,67.79314,-9.16131444,3.030935952,0.5141979014,-6.10027,-7.61416,1.57857,50,6.47122,-1.84305,-107.46684,3.56079,-7.07886,19.96972,-41.00966,c2876b3a-9849-4ed3-9f9b-2dfb21212506,130fa25c-1aff-41a6-9886-521dbdb7c698,73.30337,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-36.65206857,1898.727509,0.8022753137,,fd740f40-8d2f-42cd-978f-3c526be62ef7,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
106,2026-06-23,11:46:22.75,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,88.38681,-0.3765425934,1.405890478,2404.915009,158.5940281,11:15,6.33738,-1.5937,,-19.96989,17.66716,-6.93961,4.31442,-0.83249,80.39972,-4.041615305,0.1302494186,0.4415492824,3.96477,9.18317,1.45295,50,6.27951,-2.87374,-128.33192,-1.63738,6.59744,27.10028,-16.89311,190ea47a-c49c-48f7-9afa-cde48586ba98,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-28.93489445,2104.709551,0.8751700346,,b68b7f7b-ebc2-42fd-bfa5-cd3796541658,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
107,2026-06-23,11:46:40.87,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,87.36381,-1.017484999,2.582261191,2467.480433,164.188178,11:30,6.4787,-1.68727,6.40343,-19.79361,15.86811,-4.50503,3.89269,0.31308,80.18405,-4.759548826,1.729058541,0.4298060578,3.16509,8.98372,1.50467,50,6.39669,-5.605,-127.17359,-2.83418,5.20176,25.2181,-17.40948,8c8216d5-f44b-4e85-b569-05629085ad85,130fa25c-1aff-41a6-9886-521dbdb7c698,87.69639,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-40.72104346,1870.090549,0.7578947839,,6a1c0a65-f829-43c6-868c-b37d7fe203e4,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
108,2026-06-23,11:46:59.41,"Pascanu, Tommy",1000364645,Left,,,,,,Slider,Live,,79.71528,-2.188752361,2.716880836,,,,6.00184,-2.08483,,-44.72595,2.12655,3.37927,0.18269,0.79131,73.06907,-10.29829795,3.337413655,0.4926492087,-0.91043,1.75409,1.79258,50,5.72649,-5.6018,-115.48089,-6.03014,-1.21897,23.2141,-29.8255,acda9493-a822-43d1-b502-94a35c587a18,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,,,,,22f2e3d2-3a30-4c78-b13a-735c4e1af261,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
109,2026-06-23,11:47:19.15,"Pascanu, Tommy",1000364645,Left,,,,,,Fastball,Live,,86.46444,-3.079569619,1.796777984,2560.695819,165.5504506,11:30,6.40751,-1.89118,,-19.08274,19.06917,-4.91509,1.91879,-0.61155,79.41246,-6.597190738,0.8846757279,0.4445591393,3.06605,10.8584,1.72963,50,6.11007,-3.76527,-125.54648,-7.42993,4.91288,24.47935,-14.7751,ee83912e-737e-4e73-b1c5-c34cf025e263,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-45.60527583,1791.456517,0.6995975485,,01f20713-4f1b-43b7-9683-9ef62a3c918d,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
110,2026-06-23,11:47:35.95,"Pascanu, Tommy",1000364645,Left,,,,,,ChangeUp,Live,,79.04867,1.384994079,1.459924159,1800.866921,133.5122798,10:30,5.97878,-2.27127,,-34.05726,10.83222,-11.45711,4.42717,-1.87035,71.70498,-5.039180977,-0.7056199192,0.4822182659,6.63486,5.43394,2.16033,50,6.0708,-2.60149,-114.94575,1.80492,8.79914,23.04697,-24.96757,770d8e42-8f60-4b8a-80ad-dcc7c1c77e25,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-51.11038274,1130.623908,0.6278220196,,4a0dd791-b320-4dbd-a7fc-49eab0203a2d,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
111,2026-06-23,11:48:02.33,"Pascanu, Tommy",1000364645,Left,,,,,,Curveball,Live,,73.74078,2.684818993,2.168502004,2072.451785,310.7804814,4:15,6.21238,-1.8277,,-57.28837,-5.98626,6.90188,3.93361,0.76089,67.83621,-8.03497958,3.465436604,0.5155122968,-3.11734,-3.98512,1.64996,50,6.39506,-4.24241,-107.16048,3.49551,-3.62184,18.66263,-36.8041,3c0d9c4c-8af5-418c-b872-d3d35eb68c51,130fa25c-1aff-41a6-9886-521dbdb7c698,,Pitching,23360159,,,,,,,,,,,,,,,,,,,328.6472795,-49.20924265,1353.929603,0.6532984811,5:00,825b049c-d82c-40a0-b672-e8d5fcba3c46,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
112,2026-06-23,11:48:18.60,"Pascanu, Tommy",1000364645,Left,,,,,,Curveball,Live,,73.57006,-0.1708045301,1.956195246,2200.102406,325.4737054,4:45,6.26629,-1.66593,6.18987,-60.41603,-9.23733,6.32874,1.07385,0.66801,68.01354,-11.47644411,3.156235498,0.5148918477,-2.86738,-4.99421,1.51556,50,6.22289,-3.81563,-107.04251,-1.84249,-3.3001,19.86607,-37.92194,5ac33b7b-5c16-43c6-921f-65e1c8115061,130fa25c-1aff-41a6-9886-521dbdb7c698,73.20458,Pitching,23360159,,,,,,,,,,,,,,,,,,,,-42.7636407,1615.229126,0.7341608831,,414422bf-b889-44c3-a43b-1bea0921fe7e,639022fb-6164-4e3f-ab44-8f3c85a86e42,,,Pitching Bullpen
